ENSG00000282222	756
ENSG00000282221	554
ENSG00000111671	1494
ENSG00000110514	576
ENSG00000184381	564
ENSG00000086015	5709
ENSG00000211769	47
ENSG00000211768	49
ENSG00000211767	48
ENSG00000211766	45
ENSG00000211765	50
ENSG00000211764	49
ENSG00000070770	542
ENSG00000169740	1198
ENSG00000215869	2273
ENSG00000261609	220
ENSG00000169744	512
ENSG00000215864	1317
ENSG00000261606	5350
ENSG00000215866	697
ENSG00000215867	1253
ENSG00000261603	978
ENSG00000215861	926
ENSG00000261600	527
ENSG00000238417	61
ENSG00000168298	753
ENSG00000168297	2163
ENSG00000266460	595
ENSG00000266461	83
ENSG00000266466	962
ENSG00000266467	299
ENSG00000168291	1606
ENSG00000262558	911
ENSG00000212072	103
ENSG00000212073	88
ENSG00000212070	106
ENSG00000212071	88
ENSG00000212076	69
ENSG00000262554	207
ENSG00000212075	90
ENSG00000225108	1455
ENSG00000281046	271
ENSG00000281045	109
ENSG00000184384	7101
ENSG00000254142	663
ENSG00000225100	330
ENSG00000225101	942
ENSG00000225102	274
ENSG00000225105	300
ENSG00000225106	935
ENSG00000225107	829
ENSG00000226457	380
ENSG00000221488	93
ENSG00000226455	873
ENSG00000226454	418
ENSG00000226453	819
ENSG00000226450	1481
ENSG00000141854	2186
ENSG00000221487	115
ENSG00000221486	114
ENSG00000197847	1929
ENSG00000183055	703
ENSG00000183054	561
ENSG00000181562	925
ENSG00000250566	971
ENSG00000250567	553
ENSG00000250564	666
ENSG00000250565	568
ENSG00000250562	213
ENSG00000250563	1376
ENSG00000187961	513
ENSG00000250561	999
ENSG00000207645	97
ENSG00000250568	314
ENSG00000250569	938
ENSG00000281591	3362
ENSG00000162840	182
ENSG00000162843	4344
ENSG00000259247	1503
ENSG00000281595	106
ENSG00000281594	69
ENSG00000281596	78
ENSG00000162849	2259
ENSG00000281598	75
ENSG00000149243	2301
ENSG00000221157	87
ENSG00000221156	84
ENSG00000184708	370
ENSG00000184709	1207
ENSG00000206811	132
ENSG00000163462	2970
ENSG00000163463	472
ENSG00000163464	2486
ENSG00000163466	522
ENSG00000163467	594
ENSG00000163468	577
ENSG00000241869	272
ENSG00000206813	101
ENSG00000154760	561
ENSG00000266953	649
ENSG00000162599	2673
ENSG00000162598	3006
ENSG00000267731	2918
ENSG00000162592	2240
ENSG00000162591	4668
ENSG00000267732	452
ENSG00000267735	454
ENSG00000267734	744
ENSG00000162595	1969
ENSG00000162594	1503
ENSG00000263609	459
ENSG00000263608	251
ENSG00000272384	859
ENSG00000118640	771
ENSG00000263600	96
ENSG00000263603	787
ENSG00000206816	101
ENSG00000263604	198
ENSG00000159961	965
ENSG00000201465	131
ENSG00000201464	103
ENSG00000201467	131
ENSG00000253146	1132
ENSG00000253141	750
ENSG00000115073	2232
ENSG00000253143	734
ENSG00000253142	896
ENSG00000259161	728
ENSG00000259160	177
ENSG00000259163	483
ENSG00000259162	880
ENSG00000201469	112
ENSG00000253148	1789
ENSG00000259167	875
ENSG00000277331	76
ENSG00000213853	5192
ENSG00000213851	896
ENSG00000258590	971
ENSG00000213857	1059
ENSG00000213856	849
ENSG00000213854	899
ENSG00000258597	929
ENSG00000213859	707
ENSG00000178773	515
ENSG00000225816	696
ENSG00000280881	750
ENSG00000225814	669
ENSG00000225815	902
ENSG00000280884	110
ENSG00000225813	716
ENSG00000280886	86
ENSG00000280887	99
ENSG00000280888	71
ENSG00000225818	559
ENSG00000225819	442
ENSG00000229306	321
ENSG00000229307	374
ENSG00000229305	1071
ENSG00000229302	513
ENSG00000229303	539
ENSG00000238489	106
ENSG00000229301	525
ENSG00000238485	103
ENSG00000269911	1489
ENSG00000238482	106
ENSG00000229308	557
ENSG00000229309	376
ENSG00000278072	164
ENSG00000278073	60
ENSG00000278071	776
ENSG00000278076	51
ENSG00000278077	210
ENSG00000278075	348
ENSG00000055070	563
ENSG00000278078	103
ENSG00000227411	1222
ENSG00000227412	1216
ENSG00000227413	353
ENSG00000227416	428
ENSG00000227417	642
ENSG00000227418	755
ENSG00000155714	1256
ENSG00000182010	2374
ENSG00000244740	375
ENSG00000244748	291
ENSG00000211563	108
ENSG00000186704	1625
ENSG00000251779	97
ENSG00000251774	101
ENSG00000251775	142
ENSG00000251776	288
ENSG00000251770	82
ENSG00000245293	633
ENSG00000251772	70
ENSG00000251773	103
ENSG00000138755	2736
ENSG00000164659	572
ENSG00000242748	466
ENSG00000178372	858
ENSG00000164651	1711
ENSG00000242741	778
ENSG00000164654	3440
ENSG00000252234	108
ENSG00000149187	546
ENSG00000252236	140
ENSG00000252237	128
ENSG00000252230	85
ENSG00000252231	130
ENSG00000206113	709
